0,1,2,3,4,5,6,7,8,9
9.0042595e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8758386e-21
0.99999404,6.0000148e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0776777e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.475182e-08,0.9999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.2609662e-06,0.0,2.860519e-15,0.9999968,5.773798e-09
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9382534e-13,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,2.2681993e-35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.6216532e-17,9.0334294e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.890426e-37,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7313309e-20,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.506781e-18,3.3359303e-12,0.0,0.0,0.0,0.0,0.0,7.62499e-34,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9968136,0.0,0.0031864024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,5.1498193e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999995
0.0,1.7145597e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.00402e-37,0.0,0.9911876,0.0,0.008812433,0.0,3.696735e-26
0.0,1.1001923e-24,0.0,0.0,0.0,1.0,0.0,5.0775394e-33,0.0,7.7925826e-24
0.020728547,4.5421575e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.9792715,2.2456544e-10
